morph_id,acronym,catalogue_no,catalogue_no_ed,institute,subspecies,sex,prefecture,municipality,locality,region,population,landform,supernumerary_teeth,missing_teeth,rotated_or_abnormaly_oriented_teeth,bone_swelling,bone_depression,bone_deformity_likely_due_to_trauma ,broken,remarks
TPM-M1889,TPM,M1889,M1889,Tochigi Prefectural Museum,fuscata,male,Tochigi,Nikko-shi,,Nikko,Nikko,mainland,,,,,,,,
TPM-M3958,TPM,M3958,M3958,Tochigi Prefectural Museum,fuscata,male,Tochigi,Nikko-shi,,Nikko,Nikko,mainland,,,,,Upper left part of frontal bone,,,
TPM-M529,TPM,M529,M0529,Tochigi Prefectural Museum,fuscata,male,Tochigi,Nikko-shi,,Nikko,Nikko,mainland,,,,,,,Neurocranium cracked,
TPM-M659,TPM,M659,M0659,Tochigi Prefectural Museum,fuscata,male,Tochigi,Nikko-shi,,Nikko,Nikko,mainland,,,,,,,,
SNC-H23-077,SNC,H23-077,H23-077,Shikoku Institute of Natural History,fuscata,male,Tokushima,Naka-gun,Naka-cho,Naka,Naka,mainland,,,,,,,,
SNC-H22-170,SNC,H22-170,H22-170,Shikoku Institute of Natural History,fuscata,male,Tokushima,Naruto-shi,,Naruto,Naruto,mainland,,,,,,,,
PRI-8644,PRI,8644,8644,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Wakayama,Gobo-shi,Noguchi,Gobo,Noguchi,mainland,,,,,,,,
PRI-11109,PRI,11109,11109,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Yamagata,Yamagata-shi,,Yamagata,Yamagata,mainland,,,,,,,,
PRI-11318,PRI,11318,11318,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Yamagata,Yamagata-shi,,Yamagata,Yamagata,mainland,,,,,,,,
PRI-11320,PRI,11320,11320,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Yamagata,Yamagata-shi,,Yamagata,Yamagata,mainland,,,,,,,,
PRI-11322,PRI,11322,11322,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Yamagata,Yamagata-shi,,Yamagata,Yamagata,mainland,,,,,,,,
PRI-11328,PRI,11328,11328,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Yamagata,Yamagata-shi,,Yamagata,Yamagata,mainland,,,,,,,,
PRI-11373,PRI,11373,11373,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Yamagata,,,Yamagata,Yamagata,mainland,,,,,,,,
PRI-11376,PRI,11376,11376,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Yamagata,,,Yamagata,Yamagata,mainland,,,,,,,,
PRI-11414,PRI,11414,11414,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Yamagata,Yamagata-shi,,Yamagata,Yamagata,mainland,,,,,,,,
PRI-11415,PRI,11415,11415,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Yamagata,Yamagata-shi,,Yamagata,Yamagata,mainland,,,,,,,,
